date,adm1_name,adm0_name,cum_confirmed_cases,cum_deaths,cum_recoveries,active_cases,lat,lon,active_cases_new,population,business_closure_opt,emergency_declaration,event_cancel,no_demonstration,no_gathering_opt,pos_cases_quarantine,religious_closure,school_closure,social_distance_opt,testing_regime,travel_ban_intl_in_opt,travel_ban_intl_out_opt,welfare_services_closure,work_from_home_opt,travel_ban_intl_in_opt_country_l,travel_ban_intl_out_opt_country_,policies_enacted,t,dow,month,year,day,adm1_id,longest_series,l_active_cases,daily_confirmed_cases,l_cum_confirmed_cases,D_l_active_cases,transmissionrate,D_l_active_cases_raw,testing_change_kor_20feb2020,testing_change_kor_29feb2020,testing_change_kor_22mar2020,testing_change_kor_27mar2020,sample_avg,day_avg,p_kor_1,p_kor_2,p_kor_3,p_kor_4,_reghdfe_resid,__hdfe1__,__hdfe2__,country,D_l_cum_confirmed_cases,cum_confirmed_cases_imputed,cum_hospitalized,event_cancel_popwt,home_isolation,home_isolation_popwt,no_gathering_popwt,no_gathering_inside,no_gathering_inside_popwt,social_distance,social_distance_popwt,business_closure,no_gathering,no_gathering_size,school_closure_popwt,l_cum_hospitalized,D_l_cum_hospitalized,testing_change_fra_15mar2020,p_fra_1,no_gathering_5000,no_gathering_1000,no_gathering_100,p_fra_2,p_fra_3
2020-03-11,Gyeongsangnam-do,KOR,81,0,10,71,35.3,128.278,1,3358828,0,0,1,0,0,0,1,1,1,5,1,1,1,1,NA,NA,8,11mar2020,3,3,2020,11,Gyeongsangnam-do,0,4.26268,1,0,0.0142857,0.0142857,0.014185,0,0,0,0,NA,NA,1,1,0,0,-0.01779168,-0.03381793,-0.0041242,KOR,0.0142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-12,Gyeongsangnam-do,KOR,81,0,10,71,35.3,128.278,0,3358828,0,0,1,0,0,0,1,1,1,5,1,1,1,1,NA,NA,8,12mar2020,4,3,2020,12,Gyeongsangnam-do,0,4.26268,0,NA,0,0,0,0,0,0,0,NA,NA,1,1,0,0,-0.03271339,-0.03381793,-0.00348821,KOR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-13,Gyeongsangnam-do,KOR,81,0,11,70,35.3,128.278,0,3358828,0,0,1,0,0,0,1,1,1,5,1,1,1,1,NA,NA,8,13mar2020,5,3,2020,13,Gyeongsangnam-do,0,4.248495,0,NA,0,0,-0.014185,0,0,0,0,NA,NA,1,1,0,0,-0.07010512,-0.03381793,0.03390352,KOR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-14,Gyeongsangnam-do,KOR,81,0,11,70,35.3,128.278,0,3358828,0,0,1,0,0,0,1,1,1,5,1,1,1,1,NA,NA,8,14mar2020,6,3,2020,14,Gyeongsangnam-do,0,4.248495,0,NA,0,0,0,0,0,0,0,NA,NA,1,1,0,0,-0.03461716,-0.03381793,-0.00158444,KOR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-15,Gyeongsangnam-do,KOR,81,0,17,64,35.3,128.278,0,3358828,0,0,1,0,0,0,1,1,1,5,1,1,1,1,NA,NA,8,15mar2020,0,3,2020,15,Gyeongsangnam-do,0,4.158883,0,NA,0,0,-0.089612,0,0,0,0,NA,NA,1,1,0,0,-0.04001651,-0.03381793,0.00381491,KOR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-16,Gyeongsangnam-do,KOR,81,0,20,61,35.3,128.278,0,3358828,0,0,1,0,1,0,1,1,1,5,1,1,1,1,NA,NA,9,16mar2020,1,3,2020,16,Gyeongsangnam-do,0,4.110874,0,NA,0,0,-0.0480094,0,0,0,0,NA,NA,1,1,0,0,0.00523327,-0.03381793,-0.02064689,KOR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-17,Gyeongsangnam-do,KOR,82,0,22,60,35.3,128.278,1,3358828,0,0,1,0,1,0,1,1,1,5,1,1,1,1,NA,NA,9,17mar2020,2,3,2020,17,Gyeongsangnam-do,0,4.094345,1,0,0.0163934,0.0163934,-0.0165291,0,0,0,0,NA,NA,1,1,0,0,0.00931343,-0.03381793,-0.00833361,KOR,0.0163934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-18,Gyeongsangnam-do,KOR,82,0,27,55,35.3,128.278,0,3358828,0,0,1,0,1,0,1,1,1,5,1,1,1,1,NA,NA,9,18mar2020,3,3,2020,18,Gyeongsangnam-do,0,4.007333,0,NA,0,0,-0.0870113,0,0,0,0,NA,NA,1,1,0,0,-0.01128941,-0.03381793,-0.0041242,KOR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-19,Gyeongsangnam-do,KOR,82,0,31,51,35.3,128.278,0,3358828,0,0,1,0,1,0,1,1,1,5,1,1,1,1,NA,NA,9,19mar2020,4,3,2020,19,Gyeongsangnam-do,0,3.931826,0,NA,0,0,-0.0755076,0,0,0,0,NA,NA,1,1,0,0,-0.0119254,-0.03381793,-0.00348821,KOR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-20,Gyeongsangnam-do,KOR,83,0,38,45,35.3,128.278,1,3358828,0,0,1,0,1,0,1,1,1,5,1,1,1,1,NA,NA,9,20mar2020,5,3,2020,20,Gyeongsangnam-do,0,3.806663,1,0,0.0196078,0.0196078,-0.1251631,0,0,0,0,NA,NA,1,1,0,0,-0.02970929,-0.03381793,0.03390352,KOR,0.0196078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-21,Gyeongsangnam-do,KOR,84,0,40,44,35.3,128.278,1,3358828,0,0,1,0,1,0,1,1,1,5,1,1,1,1,NA,NA,9,21mar2020,6,3,2020,21,Gyeongsangnam-do,0,3.78419,1,0,0.0222222,0.0222222,-0.0224729,0,0,0,0,NA,NA,1,1,0,0,0.00839305,-0.03381793,-0.00158444,KOR,0.0222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-22,Gyeongsangnam-do,KOR,85,0,43,42,35.3,128.278,1,3358828,0,0,1,0,1,0.25,1,1,1,6,1,1,1,1,NA,NA,10,22mar2020,0,3,2020,22,Gyeongsangnam-do,0,3.73767,1,0,0.0227273,0.0227273,-0.04652,0,0,1,0,NA,NA,1,1,0,1,0.00876382,-0.03381793,0.00381491,KOR,0.0227273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-23,Gyeongsangnam-do,KOR,86,0,46,40,35.3,128.278,1,3358828,0,0,1,0,1,0.25,1,1,1,6,1,1,1,1,NA,NA,10,23mar2020,1,3,2020,23,Gyeongsangnam-do,0,3.688879,1,0,0.0238095,0.0238095,-0.0487902,0,0,0,0,NA,NA,1,1,0,1,0.02399778,-0.03381793,-0.02064689,KOR,0.0238095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-24,Gyeongsangnam-do,KOR,86,0,49,37,35.3,128.278,0,3358828,0,0,1,0,1,0.25,1,1,1,6,1,1,1,1,NA,NA,10,24mar2020,2,3,2020,24,Gyeongsangnam-do,0,3.610918,0,NA,0,0,-0.0779617,0,0,0,0,NA,NA,1,1,0,1,-0.01212502,-0.03381793,-0.00833361,KOR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-25,Gyeongsangnam-do,KOR,86,0,56,30,35.3,128.278,0,3358828,0,0,1,0,1,0.25,1,1,1,6,1,1,1,1,NA,NA,10,25mar2020,3,3,2020,25,Gyeongsangnam-do,0,3.401197,0,NA,0,0,-0.2097204,0,0,0,0,NA,NA,1,1,0,1,-0.01633442,-0.03381793,-0.0041242,KOR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-26,Gyeongsangnam-do,KOR,87,0,60,27,35.3,128.278,1,3358828,0,0,1,0,1,0.25,1,1,1,6,1,1,1,1,NA,NA,10,26mar2020,4,3,2020,26,Gyeongsangnam-do,0,3.295837,1,0,0.0333333,0.0333333,-0.1053605,0,0,0,0,NA,NA,1,1,0,1,0.01636292,-0.03381793,-0.00348821,KOR,0.0333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-27,Gyeongsangnam-do,KOR,87,0,61,26,35.3,128.278,0,3358828,0,0,1,0,1,0.5,1,1,1,7,1,1,1,1,NA,NA,10,27mar2020,5,3,2020,27,Gyeongsangnam-do,0,3.258096,0,NA,0,0,-0.0377405,0,0,0,1,NA,NA,1,1,0,1,-0.02066689,-0.03381793,0.03390352,KOR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-28,Gyeongsangnam-do,KOR,88,0,62,26,35.3,128.278,1,3358828,0,0,1,0,1,0.5,1,1,1,7,1,1,1,1,NA,NA,10,28mar2020,6,3,2020,28,Gyeongsangnam-do,0,3.258096,1,0,0.0384615,0.0384615,0,0,0,0,0,NA,NA,1,1,0,1,0.01454234,-0.03381793,-0.00158444,KOR,0.0384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-29,Gyeongsangnam-do,KOR,91,0,63,28,35.3,128.278,3,3358828,0,0,1,0,1,0.5,1,1,1,7,1,1,1,1,NA,NA,10,29mar2020,0,3,2020,29,Gyeongsangnam-do,0,3.332205,3,1.098612,0.0741081,0.1153846,0.0741081,0,0,0,0,NA,NA,1,1,0,1,0.04478957,-0.03381793,0.00381491,KOR,0.0741081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-30,Gyeongsangnam-do,KOR,92,0,65,27,35.3,128.278,1,3358828,0,0,1,0,1,0.5,1,1,1,7,1,1,1,1,NA,NA,10,30mar2020,1,3,2020,30,Gyeongsangnam-do,0,3.295837,1,0,0.0357143,0.0357143,-0.0363677,0,0,0,0,NA,NA,1,1,0,1,0.03085753,-0.03381793,-0.02064689,KOR,0.0357143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-31,Gyeongsangnam-do,KOR,95,0,65,30,35.3,128.278,3,3358828,0,0,1,0,1,0.5,1,1,1,7,1,1,1,1,NA,NA,10,31mar2020,2,3,2020,31,Gyeongsangnam-do,0,3.401197,3,1.098612,0.1053605,0.1111111,0.1053605,0,0,0,0,NA,NA,1,1,0,1,0.08819048,-0.03381793,-0.00833361,KOR,0.1053605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-04-01,Gyeongsangnam-do,KOR,101,0,68,33,35.3,128.278,6,3358828,0,0,1,0,1,0.75,1,1,1,7,1,1,1,1,NA,NA,10,01apr2020,3,4,2020,1,Gyeongsangnam-do,0,3.496508,6,1.791759,0.0953102,0.2,0.0953102,0,0,0,0,NA,NA,1,1,0,1,0.06888576,-0.03381793,-0.0041242,KOR,0.0953102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-04-02,Gyeongsangnam-do,KOR,102,0,68,34,35.3,128.278,1,3358828,0,0,1,0,1,0.75,1,1,1,7,1,1,1,1,NA,NA,10,02apr2020,4,4,2020,2,Gyeongsangnam-do,0,3.526361,1,0,0.030303,0.030303,0.0298529,0,0,0,0,NA,NA,1,1,0,1,0.00324259,-0.03381793,-0.00348821,KOR,0.030303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-04-03,Gyeongsangnam-do,KOR,104,0,72,32,35.3,128.278,2,3358828,0,0,1,0,1,0.75,1,1,1,7,1,1,1,1,NA,NA,10,03apr2020,5,4,2020,3,Gyeongsangnam-do,0,3.465736,2,0.6931472,0.0588235,0.0588235,-0.0606246,0,0,0,0,NA,NA,1,1,0,1,-0.00562864,-0.03381793,0.03390352,KOR,0.0588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-04-04,Gyeongsangnam-do,KOR,105,0,74,31,35.3,128.278,1,3358828,0,0,1,0,1,0.75,1,1,1,7,1,1,1,1,NA,NA,10,04apr2020,6,4,2020,4,Gyeongsangnam-do,0,3.433987,1,0,0.03125,0.03125,-0.0317488,0,0,0,0,NA,NA,1,1,0,1,0.00228579,-0.03381793,-0.00158444,KOR,0.03125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-04-05,Gyeongsangnam-do,KOR,107,0,76,31,35.3,128.278,2,3358828,0,0,1,0,1,1,1,1,1,7,1,1,1,1,NA,NA,10,05apr2020,0,4,2020,5,Gyeongsangnam-do,0,3.433987,2,0.6931472,0.0645161,0.0645161,0,0,0,0,0,NA,NA,1,1,0,1,0.02510755,-0.03381793,0.00381491,KOR,0.0645161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-04-06,Gyeongsangnam-do,KOR,107,0,76,31,35.3,128.278,0,3358828,0,0,1,0,1,1,1,1,1,7,1,1,1,1,NA,NA,10,06apr2020,1,4,2020,6,Gyeongsangnam-do,0,3.433987,0,NA,0,0,0,0,0,0,0,NA,NA,1,1,0,1,-0.01494678,-0.03381793,-0.02064689,KOR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-02,Incheon,KOR,10,0,1,9,37.543,126.491,0,2954955,0,0,1,1,0,0,1,1,1,5,1,1,1,0,NA,NA,8,02mar2020,1,3,2020,2,Incheon,0,2.197225,0,NA,0,0,0,0,0,0,0,NA,NA,1,1,0,0,-0.06822163,0.09933585,-0.02064689,KOR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-03,Incheon,KOR,12,0,2,10,37.543,126.491,2,2954955,0,0,1,1,0,0,1,1,1,5,1,1,1,0,NA,NA,8,03mar2020,2,3,2020,3,Incheon,0,2.302585,2,0.6931472,0.1053605,0.2222222,0.1053605,0,0,0,0,NA,NA,1,1,0,0,0.0248256,0.09933585,-0.00833361,KOR,0.1053605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-04,Incheon,KOR,12,0,2,10,37.543,126.491,0,2954955,0,0,1,1,0,0,1,1,1,5,1,1,1,0,NA,NA,8,04mar2020,3,3,2020,4,Incheon,0,2.302585,0,NA,0,0,0,0,0,0,0,NA,NA,1,1,0,0,-0.08474431,0.09933585,-0.0041242,KOR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-05,Incheon,KOR,12,0,2,10,37.543,126.491,0,2954955,0,0,1,1,0,0,1,1,1,5,1,1,1,0,NA,NA,8,05mar2020,4,3,2020,5,Incheon,0,2.302585,0,NA,0,0,0,0,0,0,0,NA,NA,1,1,0,0,-0.08538031,0.09933585,-0.00348821,KOR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-06,Incheon,KOR,12,0,2,10,37.543,126.491,0,2954955,0,0,1,1,0,0,1,1,1,5,1,1,1,0,NA,NA,8,06mar2020,5,3,2020,6,Incheon,0,2.302585,0,NA,0,0,0,0,0,0,0,NA,NA,1,1,0,0,-0.12277204,0.09933585,0.03390352,KOR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-07,Incheon,KOR,12,0,2,10,37.543,126.491,0,2954955,0,0,1,1,0,0,1,1,1,5,1,1,1,0,NA,NA,8,07mar2020,6,3,2020,7,Incheon,0,2.302585,0,NA,0,0,0,0,0,0,0,NA,NA,1,1,0,0,-0.08728408,0.09933585,-0.00158444,KOR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-08,Incheon,KOR,12,0,2,10,37.543,126.491,0,2954955,0,0,1,1,0,0,1,1,1,5,1,1,1,0,NA,NA,8,08mar2020,0,3,2020,8,Incheon,0,2.302585,0,NA,0,0,0,0,0,0,0,NA,NA,1,1,0,0,-0.09268343,0.09933585,0.00381491,KOR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-09,Incheon,KOR,25,0,3,22,37.543,126.491,13,2954955,0,0,1,1,0,0,1,1,1,5,1,1,1,0,NA,NA,8,09mar2020,1,3,2020,9,Incheon,0,3.091043,13,2.564949,0.7884574,1.3,0.7884574,0,0,0,0,NA,NA,1,1,0,0,0.72023576,0.09933585,-0.02064689,KOR,0.7884574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-10,Incheon,KOR,25,0,3,22,37.543,126.491,0,2954955,0,0,1,1,0,0,1,1,1,5,1,1,1,0,NA,NA,8,10mar2020,2,3,2020,10,Incheon,0,3.091043,0,NA,0,0,0,0,0,0,0,NA,NA,1,1,0,0,-0.08053491,0.09933585,-0.00833361,KOR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-11,Incheon,KOR,26,0,4,22,37.543,126.491,1,2954955,0,0,1,1,0,0,1,1,1,5,1,1,1,1,NA,NA,9,11mar2020,3,3,2020,11,Incheon,0,3.091043,1,0,0.0454545,0.0454545,0,0,0,0,0,NA,NA,1,1,0,0,-0.01850178,0.09933585,-0.0041242,KOR,0.0454545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-12,Incheon,KOR,27,0,4,23,37.543,126.491,1,2954955,0,0,1,1,0,0,1,1,1,5,1,1,1,1,NA,NA,9,12mar2020,4,3,2020,12,Incheon,0,3.135494,1,0,0.0444517,0.0454545,0.0444517,0,0,0,0,NA,NA,1,1,0,0,-0.02014061,0.09933585,-0.00348821,KOR,0.0444517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-13,Incheon,KOR,28,0,4,24,37.543,126.491,1,2954955,0,0,1,1,0,0,1,1,1,5,1,1,1,1,NA,NA,9,13mar2020,5,3,2020,13,Incheon,0,3.178054,1,0,0.0425596,0.0434783,0.0425596,0,0,0,0,NA,NA,1,1,0,0,-0.05942443,0.09933585,0.03390352,KOR,0.0425596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-14,Incheon,KOR,29,0,4,25,37.543,126.491,1,2954955,0,0,1,1,0,0,1,1,1,5,1,1,1,1,NA,NA,9,14mar2020,6,3,2020,14,Incheon,0,3.218876,1,0,0.040822,0.0416667,0.040822,0,0,0,0,NA,NA,1,1,0,0,-0.02567407,0.09933585,-0.00158444,KOR,0.040822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-15,Incheon,KOR,30,0,4,26,37.543,126.491,1,2954955,0,0,1,1,0,0,1,1,1,5,1,1,1,1,NA,NA,9,15mar2020,0,3,2020,15,Incheon,0,3.258096,1,0,0.04,0.04,0.0392206,0,0,0,0,NA,NA,1,1,0,0,-0.03189545,0.09933585,0.00381491,KOR,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-16,Incheon,KOR,31,0,5,26,37.543,126.491,1,2954955,0,0,1,1,1,0,1,1,1,5,1,1,1,1,NA,NA,10,16mar2020,1,3,2020,16,Incheon,0,3.258096,1,0,0.0384615,0.0384615,0,0,0,0,0,NA,NA,1,1,0,0,0.01181587,0.09933585,-0.02064689,KOR,0.0384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-17,Incheon,KOR,32,0,6,26,37.543,126.491,1,2954955,0,0,1,1,1,0,1,1,1,5,1,1,1,1,NA,NA,10,17mar2020,2,3,2020,17,Incheon,0,3.258096,1,0,0.0384615,0.0384615,0,0,0,0,0,NA,NA,1,1,0,0,-4.974e-4,0.09933585,-0.00833361,KOR,0.0384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-18,Incheon,KOR,32,0,6,26,37.543,126.491,0,2954955,0,0,1,1,1,0,1,1,1,5,1,1,1,1,NA,NA,10,18mar2020,3,3,2020,18,Incheon,0,3.258096,0,NA,0,0,0,0,0,0,0,NA,NA,1,1,0,0,-0.04316835,0.09933585,-0.0041242,KOR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-19,Incheon,KOR,39,0,7,32,37.543,126.491,7,2954955,0,0,1,1,1,0,1,1,1,5,1,1,1,1,NA,NA,10,19mar2020,4,3,2020,19,Incheon,0,3.465736,7,1.94591,0.2076395,0.2692308,0.2076395,0,0,0,0,NA,NA,1,1,0,0,0.16383512,0.09933585,-0.00348821,KOR,0.2076395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-20,Incheon,KOR,40,0,7,33,37.543,126.491,1,2954955,0,0,1,1,1,0,1,1,1,5,1,1,1,1,NA,NA,10,20mar2020,5,3,2020,20,Incheon,0,3.496508,1,0,0.03125,0.03125,0.0307717,0,0,0,0,NA,NA,1,1,0,0,-0.04994607,0.09933585,0.03390352,KOR,0.03125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-21,Incheon,KOR,40,0,8,32,37.543,126.491,0,2954955,0,0,1,1,1,0,1,1,1,5,1,1,1,1,NA,NA,10,21mar2020,6,3,2020,21,Incheon,0,3.465736,0,NA,0,0,-0.0307717,0,0,0,0,NA,NA,1,1,0,0,-0.04570811,0.09933585,-0.00158444,KOR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-22,Incheon,KOR,40,0,8,32,37.543,126.491,0,2954955,0,0,1,1,1,0.25,1,1,1,6,1,1,1,1,NA,NA,11,22mar2020,0,3,2020,22,Incheon,0,3.465736,0,NA,0,0,0,0,0,1,0,NA,NA,1,1,0,1,-0.04584239,0.09933585,0.00381491,KOR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-23,Incheon,KOR,42,0,8,34,37.543,126.491,2,2954955,0,0,1,1,1,0.25,1,1,1,6,1,1,1,1,NA,NA,11,23mar2020,1,3,2020,23,Incheon,0,3.526361,2,0.6931472,0.0606246,0.0625,0.0606246,0,0,0,0,NA,NA,1,1,0,1,0.02893392,0.09933585,-0.02064689,KOR,0.0606246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-24,Incheon,KOR,42,0,10,32,37.543,126.491,0,2954955,0,0,1,1,1,0.25,1,1,1,6,1,1,1,1,NA,NA,11,24mar2020,2,3,2020,24,Incheon,0,3.465736,0,NA,0,0,-0.0606246,0,0,0,0,NA,NA,1,1,0,1,-0.04400396,0.09933585,-0.00833361,KOR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-25,Incheon,KOR,43,0,10,33,37.543,126.491,1,2954955,0,0,1,1,1,0.25,1,1,1,6,1,1,1,1,NA,NA,11,25mar2020,3,3,2020,25,Incheon,0,3.496508,1,0,0.03125,0.03125,0.0307717,0,0,0,0,NA,NA,1,1,0,1,-0.01696336,0.09933585,-0.0041242,KOR,0.03125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-26,Incheon,KOR,45,0,11,34,37.543,126.491,2,2954955,0,0,1,1,1,0.25,1,1,1,6,1,1,1,1,NA,NA,11,26mar2020,4,3,2020,26,Incheon,0,3.526361,2,0.6931472,0.0606061,0.0606061,0.0298529,0,0,0,0,NA,NA,1,1,0,1,0.01175671,0.09933585,-0.00348821,KOR,0.0606061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-27,Incheon,KOR,47,0,13,34,37.543,126.491,2,2954955,0,0,1,1,1,0.5,1,1,1,7,1,1,1,1,NA,NA,11,27mar2020,5,3,2020,27,Incheon,0,3.526361,2,0.6931472,0.0588235,0.0588235,0,0,0,0,1,NA,NA,1,1,0,1,0.0062777,0.09933585,0.03390352,KOR,0.0588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-28,Incheon,KOR,56,0,14,42,37.543,126.491,9,2954955,0,0,1,1,1,0.5,1,1,1,7,1,1,1,1,NA,NA,11,28mar2020,6,3,2020,28,Incheon,0,3.73767,9,2.197225,0.2113092,0.2647059,0.2113092,0,0,0,0,NA,NA,1,1,0,1,0.15551106,0.09933585,-0.00158444,KOR,0.2113092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-29,Incheon,KOR,59,0,15,44,37.543,126.491,3,2954955,0,0,1,1,1,0.5,1,1,1,7,1,1,1,1,NA,NA,11,29mar2020,0,3,2020,29,Incheon,0,3.78419,3,1.098612,0.04652,0.0714286,0.04652,0,0,0,0,NA,NA,1,1,0,1,-0.01467749,0.09933585,0.00381491,KOR,0.04652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
